{'loss': 54.9504, 'learning_rate': 2.5e-05, 'epoch': 0.01}
{'loss': 4.8774, 'learning_rate': 0.00044326016392459813, 'epoch': 0.45}
{'loss': 4.8732, 'learning_rate': 0.00044218960097977924, 'epoch': 0.46}
{'loss': 4.8644, 'learning_rate': 0.00044111903803496034, 'epoch': 0.46}
{'loss': 4.8522, 'learning_rate': 0.0004400484750901414, 'epoch': 0.47}
{'loss': 4.8391, 'learning_rate': 0.0004389779121453225, 'epoch': 0.47}
{'loss': 4.8439, 'learning_rate': 0.0004379073492005036, 'epoch': 0.48}
{'loss': 4.8364, 'learning_rate': 0.0004368367862556847, 'epoch': 0.49}
{'loss': 4.8202, 'learning_rate': 0.0004357662233108658, 'epoch': 0.49}
{'loss': 4.8343, 'learning_rate': 0.0004346956603660469, 'epoch': 0.5}
{'loss': 4.8194, 'learning_rate': 0.00043362509742122797, 'epoch': 0.51}
{'loss': 4.8098, 'learning_rate': 0.0004325545344764091, 'epoch': 0.51}
{'loss': 4.7928, 'learning_rate': 0.0004314839715315902, 'epoch': 0.52}
{'loss': 4.7988, 'learning_rate': 0.0004304134085867713, 'epoch': 0.52}
{'loss': 4.7976, 'learning_rate': 0.0004293428456419524, 'epoch': 0.53}
{'loss': 4.798, 'learning_rate': 0.0004282722826971335, 'epoch': 0.54}
{'loss': 4.7754, 'learning_rate': 0.0004272017197523146, 'epoch': 0.54}
{'loss': 4.7803, 'learning_rate': 0.00042613115680749565, 'epoch': 0.55}
{'loss': 4.769, 'learning_rate': 0.00042506059386267675, 'epoch': 0.55}
{'loss': 4.7844, 'learning_rate': 0.00042399003091785786, 'epoch': 0.56}
{'loss': 4.7734, 'learning_rate': 0.0004229194679730389, 'epoch': 0.57}
{'loss': 4.7671, 'learning_rate': 0.00042184890502822007, 'epoch': 0.57}
{'loss': 4.7924, 'learning_rate': 0.00042077834208340117, 'epoch': 0.58}
{'loss': 4.8061, 'learning_rate': 0.0004197077791385823, 'epoch': 0.59}
{'loss': 4.7694, 'learning_rate': 0.00041863721619376333, 'epoch': 0.59}
{'loss': 4.7694, 'learning_rate': 0.00041756665324894443, 'epoch': 0.6}
{'loss': 4.7399, 'learning_rate': 0.00041649609030412554, 'epoch': 0.6}
{'loss': 4.7401, 'learning_rate': 0.0004154255273593066, 'epoch': 0.61}
{'loss': 4.7439, 'learning_rate': 0.00041435496441448775, 'epoch': 0.62}
{'loss': 4.7389, 'learning_rate': 0.00041328440146966885, 'epoch': 0.62}
{'loss': 4.7318, 'learning_rate': 0.0004122138385248499, 'epoch': 0.63}
{'loss': 4.7289, 'learning_rate': 0.000411143275580031, 'epoch': 0.63}
{'loss': 4.717, 'learning_rate': 0.0004100727126352121, 'epoch': 0.64}
{'loss': 4.7175, 'learning_rate': 0.0004090021496903932, 'epoch': 0.65}
{'loss': 4.716, 'learning_rate': 0.00040793158674557427, 'epoch': 0.65}
{'loss': 4.7028, 'learning_rate': 0.0004068610238007554, 'epoch': 0.66}
{'loss': 4.71, 'learning_rate': 0.00040579046085593653, 'epoch': 0.67}
{'loss': 4.6999, 'learning_rate': 0.0004047198979111176, 'epoch': 0.67}
{'loss': 4.7013, 'learning_rate': 0.0004036493349662987, 'epoch': 0.68}
{'loss': 4.699, 'learning_rate': 0.0004025787720214798, 'epoch': 0.68}
{'loss': 4.6942, 'learning_rate': 0.00040150820907666084, 'epoch': 0.69}
{'loss': 4.6902, 'learning_rate': 0.00040043764613184195, 'epoch': 0.7}
{'loss': 4.6831, 'learning_rate': 0.0003993670831870231, 'epoch': 0.7}
{'loss': 4.6796, 'learning_rate': 0.0003982965202422042, 'epoch': 0.71}
{'loss': 4.6756, 'learning_rate': 0.00039722595729738526, 'epoch': 0.71}
{'loss': 4.6821, 'learning_rate': 0.00039615539435256637, 'epoch': 0.72}
{'loss': 4.6697, 'learning_rate': 0.00039508483140774747, 'epoch': 0.73}
{'loss': 4.6725, 'learning_rate': 0.0003940142684629285, 'epoch': 0.73}
{'loss': 4.6592, 'learning_rate': 0.00039294370551810963, 'epoch': 0.74}
{'loss': 4.6655, 'learning_rate': 0.0003918731425732908, 'epoch': 0.75}
{'loss': 4.6547, 'learning_rate': 0.00039080257962847184, 'epoch': 0.75}
{'loss': 4.6607, 'learning_rate': 0.00038973201668365294, 'epoch': 0.76}
{'loss': 4.6531, 'learning_rate': 0.00038866145373883405, 'epoch': 0.76}
{'loss': 4.6575, 'learning_rate': 0.00038759089079401515, 'epoch': 0.77}
{'loss': 4.6557, 'learning_rate': 0.0003865203278491962, 'epoch': 0.78}
{'loss': 4.6372, 'learning_rate': 0.0003854497649043773, 'epoch': 0.78}
{'loss': 4.6409, 'learning_rate': 0.00038437920195955847, 'epoch': 0.79}
{'loss': 4.6348, 'learning_rate': 0.0003833086390147395, 'epoch': 0.79}
{'loss': 4.6315, 'learning_rate': 0.0003822380760699206, 'epoch': 0.8}
{'loss': 4.6233, 'learning_rate': 0.0003811675131251017, 'epoch': 0.81}
{'loss': 4.6348, 'learning_rate': 0.0003800969501802828, 'epoch': 0.81}
{'loss': 4.621, 'learning_rate': 0.0003790263872354639, 'epoch': 0.82}
{'loss': 4.616, 'learning_rate': 0.000377955824290645, 'epoch': 0.83}
{'loss': 4.6127, 'learning_rate': 0.00037688526134582615, 'epoch': 0.83}
{'loss': 4.6106, 'learning_rate': 0.0003758146984010072, 'epoch': 0.84}
{'loss': 4.6162, 'learning_rate': 0.0003747441354561883, 'epoch': 0.84}
{'loss': 4.6053, 'learning_rate': 0.0003736735725113694, 'epoch': 0.85}
{'loss': 4.6099, 'learning_rate': 0.00037260300956655046, 'epoch': 0.86}
{'loss': 4.5939, 'learning_rate': 0.00037153244662173156, 'epoch': 0.86}
{'loss': 4.597, 'learning_rate': 0.00037046188367691267, 'epoch': 0.87}
{'loss': 4.5959, 'learning_rate': 0.00036939132073209377, 'epoch': 0.87}
{'loss': 4.5912, 'learning_rate': 0.0003683207577872749, 'epoch': 0.88}
{'loss': 4.5878, 'learning_rate': 0.000367250194842456, 'epoch': 0.89}
{'loss': 4.5879, 'learning_rate': 0.0003661796318976371, 'epoch': 0.89}
{'loss': 4.5812, 'learning_rate': 0.00036510906895281814, 'epoch': 0.9}
{'loss': 4.5805, 'learning_rate': 0.00036403850600799924, 'epoch': 0.91}
{'loss': 4.585, 'learning_rate': 0.00036296794306318035, 'epoch': 0.91}
{'loss': 4.5789, 'learning_rate': 0.00036189738011836145, 'epoch': 0.92}
{'loss': 4.5707, 'learning_rate': 0.00036082681717354256, 'epoch': 0.92}
{'loss': 4.5721, 'learning_rate': 0.00035975625422872366, 'epoch': 0.93}
{'loss': 4.5693, 'learning_rate': 0.0003586856912839047, 'epoch': 0.94}
{'loss': 4.558, 'learning_rate': 0.0003576151283390858, 'epoch': 0.94}
{'loss': 4.5669, 'learning_rate': 0.0003565445653942669, 'epoch': 0.95}
{'loss': 4.5566, 'learning_rate': 0.0003554740024494481, 'epoch': 0.95}
{'loss': 4.5633, 'learning_rate': 0.00035440343950462913, 'epoch': 0.96}
{'loss': 4.5533, 'learning_rate': 0.00035333287655981024, 'epoch': 0.97}
{'loss': 4.5464, 'learning_rate': 0.00035226231361499134, 'epoch': 0.97}
{'loss': 4.5556, 'learning_rate': 0.0003511917506701724, 'epoch': 0.98}
{'loss': 4.5458, 'learning_rate': 0.0003501211877253535, 'epoch': 0.99}
{'loss': 4.5408, 'learning_rate': 0.0003490506247805346, 'epoch': 0.99}
{'loss': 4.5428, 'learning_rate': 0.00034798006183571565, 'epoch': 1.0}
{'loss': 4.543, 'learning_rate': 0.0003469094988908968, 'epoch': 1.0}
{'loss': 4.5413, 'learning_rate': 0.0003458389359460779, 'epoch': 1.01}
{'loss': 4.5186, 'learning_rate': 0.000344768373001259, 'epoch': 1.02}
{'loss': 4.5338, 'learning_rate': 0.00034369781005644007, 'epoch': 1.02}
{'loss': 4.5222, 'learning_rate': 0.0003426272471116212, 'epoch': 1.03}
{'loss': 4.5207, 'learning_rate': 0.0003415566841668023, 'epoch': 1.03}
{'loss': 4.5205, 'learning_rate': 0.0003404861212219834, 'epoch': 1.04}
{'loss': 4.5155, 'learning_rate': 0.0003394155582771645, 'epoch': 1.05}
{'loss': 4.5057, 'learning_rate': 0.0003383449953323456, 'epoch': 1.05}
{'loss': 4.5157, 'learning_rate': 0.00033727443238752665, 'epoch': 1.06}
{'loss': 4.5151, 'learning_rate': 0.00033620386944270775, 'epoch': 1.07}
{'loss': 4.5164, 'learning_rate': 0.00033513330649788885, 'epoch': 1.07}
{'loss': 4.5065, 'learning_rate': 0.00033406274355306996, 'epoch': 1.08}
{'loss': 4.5073, 'learning_rate': 0.00033299218060825106, 'epoch': 1.08}
{'loss': 4.5005, 'learning_rate': 0.00033192161766343217, 'epoch': 1.09}
{'loss': 4.4919, 'learning_rate': 0.0003308510547186133, 'epoch': 1.1}
{'loss': 4.4827, 'learning_rate': 0.0003297804917737943, 'epoch': 1.1}
{'loss': 4.5018, 'learning_rate': 0.00032870992882897543, 'epoch': 1.11}
{'loss': 4.4913, 'learning_rate': 0.00032763936588415653, 'epoch': 1.11}
{'loss': 4.4878, 'learning_rate': 0.0003265688029393376, 'epoch': 1.12}
{'loss': 4.4869, 'learning_rate': 0.00032549823999451874, 'epoch': 1.13}
{'loss': 4.4937, 'learning_rate': 0.00032442767704969985, 'epoch': 1.13}
{'loss': 4.476, 'learning_rate': 0.00032335711410488095, 'epoch': 1.14}
{'loss': 4.4883, 'learning_rate': 0.000322286551160062, 'epoch': 1.15}
{'loss': 4.4856, 'learning_rate': 0.0003212159882152431, 'epoch': 1.15}
{'loss': 4.4731, 'learning_rate': 0.0003201454252704242, 'epoch': 1.16}
{'loss': 4.4673, 'learning_rate': 0.00031907486232560526, 'epoch': 1.16}
{'loss': 4.4669, 'learning_rate': 0.0003180042993807864, 'epoch': 1.17}
{'loss': 4.4656, 'learning_rate': 0.00031693373643596753, 'epoch': 1.18}
{'loss': 4.4595, 'learning_rate': 0.0003158631734911486, 'epoch': 1.18}
{'loss': 4.4616, 'learning_rate': 0.0003147926105463297, 'epoch': 1.19}
{'loss': 4.4634, 'learning_rate': 0.0003137220476015108, 'epoch': 1.19}
{'loss': 4.4494, 'learning_rate': 0.0003126514846566919, 'epoch': 1.2}
{'loss': 4.4549, 'learning_rate': 0.00031158092171187294, 'epoch': 1.21}
{'loss': 4.4516, 'learning_rate': 0.0003105103587670541, 'epoch': 1.21}
{'loss': 4.4446, 'learning_rate': 0.0003094397958222352, 'epoch': 1.22}
{'loss': 4.4566, 'learning_rate': 0.00030836923287741626, 'epoch': 1.23}
{'loss': 4.4411, 'learning_rate': 0.00030729866993259736, 'epoch': 1.23}
{'loss': 4.4408, 'learning_rate': 0.00030622810698777847, 'epoch': 1.24}
{'loss': 4.4397, 'learning_rate': 0.0003051575440429595, 'epoch': 1.24}
{'loss': 4.4435, 'learning_rate': 0.0003040869810981406, 'epoch': 1.25}
{'loss': 4.4394, 'learning_rate': 0.0003030164181533218, 'epoch': 1.26}
{'loss': 4.4316, 'learning_rate': 0.0003019458552085029, 'epoch': 1.26}
{'loss': 4.4254, 'learning_rate': 0.00030087529226368394, 'epoch': 1.27}
{'loss': 4.4325, 'learning_rate': 0.00029980472931886504, 'epoch': 1.28}
{'loss': 4.423, 'learning_rate': 0.00029873416637404615, 'epoch': 1.28}
{'loss': 4.4241, 'learning_rate': 0.0002976636034292272, 'epoch': 1.29}
{'loss': 4.4271, 'learning_rate': 0.0002965930404844083, 'epoch': 1.29}
{'loss': 4.4138, 'learning_rate': 0.00029552247753958946, 'epoch': 1.3}
{'loss': 4.4223, 'learning_rate': 0.0002944519145947705, 'epoch': 1.31}
{'loss': 4.4223, 'learning_rate': 0.0002933813516499516, 'epoch': 1.31}
{'loss': 4.4166, 'learning_rate': 0.0002923107887051327, 'epoch': 1.32}
{'loss': 4.4162, 'learning_rate': 0.00029124022576031383, 'epoch': 1.32}
{'loss': 4.4187, 'learning_rate': 0.0002901696628154949, 'epoch': 1.33}
{'loss': 4.4159, 'learning_rate': 0.000289099099870676, 'epoch': 1.34}
{'loss': 4.3936, 'learning_rate': 0.00028802853692585714, 'epoch': 1.34}
{'loss': 4.405, 'learning_rate': 0.0002869579739810382, 'epoch': 1.35}
{'loss': 4.3859, 'learning_rate': 0.0002858874110362193, 'epoch': 1.36}
{'loss': 4.4024, 'learning_rate': 0.0002848168480914004, 'epoch': 1.36}
{'loss': 4.4021, 'learning_rate': 0.00028374628514658145, 'epoch': 1.37}
{'loss': 4.3928, 'learning_rate': 0.00028267572220176256, 'epoch': 1.37}
{'loss': 4.3803, 'learning_rate': 0.00028160515925694366, 'epoch': 1.38}
{'loss': 4.3813, 'learning_rate': 0.0002805345963121248, 'epoch': 1.39}
{'loss': 4.387, 'learning_rate': 0.0002794640333673059, 'epoch': 1.39}
{'loss': 4.3815, 'learning_rate': 0.000278393470422487, 'epoch': 1.4}
{'loss': 4.3737, 'learning_rate': 0.0002773229074776681, 'epoch': 1.4}
{'loss': 4.3915, 'learning_rate': 0.00027625234453284913, 'epoch': 1.41}
{'loss': 4.3851, 'learning_rate': 0.00027518178158803024, 'epoch': 1.42}
{'loss': 4.3796, 'learning_rate': 0.00027411121864321134, 'epoch': 1.42}
{'loss': 4.3823, 'learning_rate': 0.00027304065569839245, 'epoch': 1.43}
{'loss': 4.3764, 'learning_rate': 0.00027197009275357355, 'epoch': 1.44}
{'loss': 4.3707, 'learning_rate': 0.00027089952980875466, 'epoch': 1.44}
{'loss': 4.371, 'learning_rate': 0.00026982896686393576, 'epoch': 1.45}
{'loss': 4.3699, 'learning_rate': 0.0002687584039191168, 'epoch': 1.45}
{'loss': 4.3657, 'learning_rate': 0.0002676878409742979, 'epoch': 1.46}
{'loss': 4.3666, 'learning_rate': 0.000266617278029479, 'epoch': 1.47}
{'loss': 4.3548, 'learning_rate': 0.00026554671508466013, 'epoch': 1.47}
{'loss': 4.3575, 'learning_rate': 0.00026447615213984123, 'epoch': 1.48}
{'loss': 4.3595, 'learning_rate': 0.00026340558919502234, 'epoch': 1.48}
{'loss': 4.3555, 'learning_rate': 0.0002623350262502034, 'epoch': 1.49}
{'loss': 4.3563, 'learning_rate': 0.0002612644633053845, 'epoch': 1.5}
{'loss': 4.3581, 'learning_rate': 0.0002601939003605656, 'epoch': 1.5}
{'loss': 4.3492, 'learning_rate': 0.0002591233374157467, 'epoch': 1.51}
{'loss': 4.3479, 'learning_rate': 0.0002580527744709278, 'epoch': 1.52}
{'loss': 4.3451, 'learning_rate': 0.0002569822115261089, 'epoch': 1.52}
{'loss': 4.3321, 'learning_rate': 0.00025591164858129, 'epoch': 1.53}
{'loss': 4.3428, 'learning_rate': 0.00025484108563647107, 'epoch': 1.53}
{'loss': 4.3413, 'learning_rate': 0.00025377052269165217, 'epoch': 1.54}
{'loss': 4.3397, 'learning_rate': 0.0002526999597468333, 'epoch': 1.55}
{'loss': 4.333, 'learning_rate': 0.00025162939680201433, 'epoch': 1.55}
{'loss': 4.3309, 'learning_rate': 0.0002505588338571955, 'epoch': 1.56}
{'loss': 4.3279, 'learning_rate': 0.0002494882709123766, 'epoch': 1.56}
{'loss': 4.3333, 'learning_rate': 0.00024841770796755764, 'epoch': 1.57}
{'loss': 4.3239, 'learning_rate': 0.00024734714502273875, 'epoch': 1.58}
{'loss': 4.3269, 'learning_rate': 0.00024627658207791985, 'epoch': 1.58}
{'loss': 4.3131, 'learning_rate': 0.00024520601913310096, 'epoch': 1.59}
{'loss': 4.3274, 'learning_rate': 0.00024413545618828206, 'epoch': 1.6}
{'loss': 4.3133, 'learning_rate': 0.00024306489324346314, 'epoch': 1.6}
{'loss': 4.3123, 'learning_rate': 0.00024199433029864424, 'epoch': 1.61}
{'loss': 4.3161, 'learning_rate': 0.00024092376735382535, 'epoch': 1.61}
{'loss': 4.313, 'learning_rate': 0.00023985320440900643, 'epoch': 1.62}
{'loss': 4.305, 'learning_rate': 0.00023878264146418753, 'epoch': 1.63}
{'loss': 4.3105, 'learning_rate': 0.00023771207851936864, 'epoch': 1.63}
{'loss': 4.3061, 'learning_rate': 0.00023664151557454971, 'epoch': 1.64}
{'loss': 4.3144, 'learning_rate': 0.00023557095262973082, 'epoch': 1.64}
{'loss': 4.2999, 'learning_rate': 0.00023450038968491192, 'epoch': 1.65}
{'loss': 4.3072, 'learning_rate': 0.00023342982674009303, 'epoch': 1.66}
{'loss': 4.2961, 'learning_rate': 0.0002323592637952741, 'epoch': 1.66}
{'loss': 4.3029, 'learning_rate': 0.00023128870085045518, 'epoch': 1.67}
{'loss': 4.2936, 'learning_rate': 0.00023021813790563632, 'epoch': 1.68}
{'loss': 4.3007, 'learning_rate': 0.0002291475749608174, 'epoch': 1.68}
{'loss': 4.2905, 'learning_rate': 0.0002280770120159985, 'epoch': 1.69}
{'loss': 4.2903, 'learning_rate': 0.0002270064490711796, 'epoch': 1.69}
{'loss': 4.2912, 'learning_rate': 0.00022593588612636068, 'epoch': 1.7}
{'loss': 4.2916, 'learning_rate': 0.00022486532318154179, 'epoch': 1.71}
{'loss': 4.2846, 'learning_rate': 0.00022379476023672286, 'epoch': 1.71}
{'loss': 4.283, 'learning_rate': 0.000222724197291904, 'epoch': 1.72}
{'loss': 4.2735, 'learning_rate': 0.00022165363434708507, 'epoch': 1.72}
{'loss': 4.2823, 'learning_rate': 0.00022058307140226615, 'epoch': 1.73}
{'loss': 4.2716, 'learning_rate': 0.00021951250845744728, 'epoch': 1.74}
{'loss': 4.2796, 'learning_rate': 0.00021844194551262836, 'epoch': 1.74}
{'loss': 4.2629, 'learning_rate': 0.00021737138256780947, 'epoch': 1.75}
{'loss': 4.2702, 'learning_rate': 0.00021630081962299057, 'epoch': 1.76}
{'loss': 4.2665, 'learning_rate': 0.00021523025667817165, 'epoch': 1.76}
{'loss': 4.2702, 'learning_rate': 0.00021415969373335275, 'epoch': 1.77}
{'loss': 4.2589, 'learning_rate': 0.00021308913078853383, 'epoch': 1.77}
{'loss': 4.2587, 'learning_rate': 0.00021201856784371496, 'epoch': 1.78}
{'loss': 4.2587, 'learning_rate': 0.00021094800489889604, 'epoch': 1.79}
{'loss': 4.2584, 'learning_rate': 0.00020987744195407712, 'epoch': 1.79}
{'loss': 4.2621, 'learning_rate': 0.00020880687900925825, 'epoch': 1.8}
{'loss': 4.2617, 'learning_rate': 0.00020773631606443933, 'epoch': 1.8}
{'loss': 4.2483, 'learning_rate': 0.00020666575311962043, 'epoch': 1.81}
{'loss': 4.2567, 'learning_rate': 0.0002055951901748015, 'epoch': 1.82}
{'loss': 4.2477, 'learning_rate': 0.00020452462722998262, 'epoch': 1.82}
{'loss': 4.2512, 'learning_rate': 0.00020345406428516372, 'epoch': 1.83}
{'loss': 4.2444, 'learning_rate': 0.0002023835013403448, 'epoch': 1.84}
{'loss': 4.2377, 'learning_rate': 0.00020131293839552593, 'epoch': 1.84}
{'loss': 4.2471, 'learning_rate': 0.000200242375450707, 'epoch': 1.85}
{'loss': 4.2471, 'learning_rate': 0.00019917181250588809, 'epoch': 1.85}
{'loss': 4.2383, 'learning_rate': 0.0001981012495610692, 'epoch': 1.86}
{'loss': 4.2348, 'learning_rate': 0.0001970306866162503, 'epoch': 1.87}
{'loss': 4.234, 'learning_rate': 0.0001959601236714314, 'epoch': 1.87}
{'loss': 4.235, 'learning_rate': 0.00019488956072661248, 'epoch': 1.88}
{'loss': 4.2276, 'learning_rate': 0.00019381899778179358, 'epoch': 1.88}
{'loss': 4.2309, 'learning_rate': 0.0001927484348369747, 'epoch': 1.89}
{'loss': 4.2306, 'learning_rate': 0.00019167787189215577, 'epoch': 1.9}
{'loss': 4.2267, 'learning_rate': 0.00019060730894733687, 'epoch': 1.9}
{'loss': 4.2339, 'learning_rate': 0.00018953674600251797, 'epoch': 1.91}
{'loss': 4.2327, 'learning_rate': 0.00018846618305769905, 'epoch': 1.92}
{'loss': 4.2199, 'learning_rate': 0.00018739562011288016, 'epoch': 1.92}
{'loss': 4.2223, 'learning_rate': 0.00018632505716806126, 'epoch': 1.93}
{'loss': 4.2117, 'learning_rate': 0.00018525449422324237, 'epoch': 1.93}
{'loss': 4.2189, 'learning_rate': 0.00018418393127842344, 'epoch': 1.94}
{'loss': 4.2176, 'learning_rate': 0.00018311336833360452, 'epoch': 1.95}
{'loss': 4.2117, 'learning_rate': 0.00018204280538878565, 'epoch': 1.95}
{'loss': 4.2057, 'learning_rate': 0.00018097224244396673, 'epoch': 1.96}
{'loss': 4.2101, 'learning_rate': 0.00017990167949914784, 'epoch': 1.96}
{'loss': 4.2026, 'learning_rate': 0.00017883111655432894, 'epoch': 1.97}
{'loss': 4.2065, 'learning_rate': 0.00017776055360951002, 'epoch': 1.98}
{'loss': 4.2049, 'learning_rate': 0.00017668999066469112, 'epoch': 1.98}
{'loss': 4.1947, 'learning_rate': 0.0001756194277198722, 'epoch': 1.99}
{'loss': 4.2101, 'learning_rate': 0.00017454886477505333, 'epoch': 2.0}
{'loss': 4.2034, 'learning_rate': 0.0001734783018302344, 'epoch': 2.0}
{'loss': 4.1992, 'learning_rate': 0.0001724077388854155, 'epoch': 2.01}
{'loss': 4.1958, 'learning_rate': 0.00017133717594059662, 'epoch': 2.01}
{'loss': 4.2006, 'learning_rate': 0.0001702666129957777, 'epoch': 2.02}
{'loss': 4.1911, 'learning_rate': 0.0001691960500509588, 'epoch': 2.03}
{'loss': 4.1881, 'learning_rate': 0.0001681254871061399, 'epoch': 2.03}
{'loss': 4.1875, 'learning_rate': 0.000167054924161321, 'epoch': 2.04}
{'loss': 4.1901, 'learning_rate': 0.0001659843612165021, 'epoch': 2.04}
{'loss': 4.1905, 'learning_rate': 0.00016491379827168317, 'epoch': 2.05}
{'loss': 4.1838, 'learning_rate': 0.0001638432353268643, 'epoch': 2.06}
{'loss': 4.1812, 'learning_rate': 0.00016277267238204538, 'epoch': 2.06}
