{'loss': 2.6657, 'learning_rate': 2.5e-06, 'epoch': 0.01}
{'loss': 0.7622, 'learning_rate': 4.5503635631760606e-05, 'epoch': 0.38}
{'loss': 0.761, 'learning_rate': 4.5396579337278715e-05, 'epoch': 0.39}
{'loss': 0.757, 'learning_rate': 4.5289523042796824e-05, 'epoch': 0.39}
{'loss': 0.7578, 'learning_rate': 4.518246674831494e-05, 'epoch': 0.4}
{'loss': 0.7558, 'learning_rate': 4.507541045383304e-05, 'epoch': 0.41}
{'loss': 0.7546, 'learning_rate': 4.496835415935116e-05, 'epoch': 0.41}
{'loss': 0.7467, 'learning_rate': 4.486129786486927e-05, 'epoch': 0.42}
{'loss': 0.7495, 'learning_rate': 4.475424157038737e-05, 'epoch': 0.43}
{'loss': 0.7506, 'learning_rate': 4.4647185275905486e-05, 'epoch': 0.43}
{'loss': 0.7473, 'learning_rate': 4.4540128981423595e-05, 'epoch': 0.44}
{'loss': 0.7431, 'learning_rate': 4.4433072686941704e-05, 'epoch': 0.44}
{'loss': 0.7456, 'learning_rate': 4.432601639245981e-05, 'epoch': 0.45}
{'loss': 0.7413, 'learning_rate': 4.421896009797792e-05, 'epoch': 0.46}
{'loss': 0.7399, 'learning_rate': 4.411190380349604e-05, 'epoch': 0.46}
{'loss': 0.7356, 'learning_rate': 4.400484750901414e-05, 'epoch': 0.47}
{'loss': 0.7361, 'learning_rate': 4.389779121453225e-05, 'epoch': 0.47}
{'loss': 0.7343, 'learning_rate': 4.3790734920050366e-05, 'epoch': 0.48}
{'loss': 0.7365, 'learning_rate': 4.368367862556847e-05, 'epoch': 0.49}
{'loss': 0.7316, 'learning_rate': 4.3576622331086584e-05, 'epoch': 0.49}
{'loss': 0.7329, 'learning_rate': 4.346956603660469e-05, 'epoch': 0.5}
{'loss': 0.7288, 'learning_rate': 4.3362509742122795e-05, 'epoch': 0.51}
{'loss': 0.7281, 'learning_rate': 4.325545344764091e-05, 'epoch': 0.51}
{'loss': 0.726, 'learning_rate': 4.314839715315902e-05, 'epoch': 0.52}
{'loss': 0.7248, 'learning_rate': 4.304134085867713e-05, 'epoch': 0.52}
{'loss': 0.7259, 'learning_rate': 4.293428456419524e-05, 'epoch': 0.53}
{'loss': 0.7237, 'learning_rate': 4.282722826971335e-05, 'epoch': 0.54}
{'loss': 0.7205, 'learning_rate': 4.272017197523146e-05, 'epoch': 0.54}
{'loss': 0.7173, 'learning_rate': 4.2613115680749566e-05, 'epoch': 0.55}
{'loss': 0.719, 'learning_rate': 4.2506059386267675e-05, 'epoch': 0.55}
{'loss': 0.7207, 'learning_rate': 4.239900309178579e-05, 'epoch': 0.56}
{'loss': 0.7188, 'learning_rate': 4.2291946797303894e-05, 'epoch': 0.57}
{'loss': 0.7148, 'learning_rate': 4.2184890502822e-05, 'epoch': 0.57}
{'loss': 0.7113, 'learning_rate': 4.207783420834012e-05, 'epoch': 0.58}
{'loss': 0.7155, 'learning_rate': 4.197077791385823e-05, 'epoch': 0.59}
{'loss': 0.7134, 'learning_rate': 4.186372161937634e-05, 'epoch': 0.59}
{'loss': 0.7144, 'learning_rate': 4.1756665324894446e-05, 'epoch': 0.6}
{'loss': 0.709, 'learning_rate': 4.1649609030412555e-05, 'epoch': 0.6}
{'loss': 0.7129, 'learning_rate': 4.1542552735930664e-05, 'epoch': 0.61}
{'loss': 0.7074, 'learning_rate': 4.143549644144877e-05, 'epoch': 0.62}
{'loss': 0.7083, 'learning_rate': 4.132844014696688e-05, 'epoch': 0.62}
{'loss': 0.706, 'learning_rate': 4.122138385248499e-05, 'epoch': 0.63}
{'loss': 0.7079, 'learning_rate': 4.11143275580031e-05, 'epoch': 0.63}
{'loss': 0.7027, 'learning_rate': 4.100727126352121e-05, 'epoch': 0.64}
{'loss': 0.7024, 'learning_rate': 4.0900214969039326e-05, 'epoch': 0.65}
{'loss': 0.7033, 'learning_rate': 4.079315867455743e-05, 'epoch': 0.65}
{'loss': 0.6986, 'learning_rate': 4.0686102380075544e-05, 'epoch': 0.66}
{'loss': 0.7021, 'learning_rate': 4.057904608559365e-05, 'epoch': 0.67}
{'loss': 0.7008, 'learning_rate': 4.0471989791111756e-05, 'epoch': 0.67}
{'loss': 0.6977, 'learning_rate': 4.036493349662987e-05, 'epoch': 0.68}
{'loss': 0.6988, 'learning_rate': 4.025787720214798e-05, 'epoch': 0.68}
{'loss': 0.695, 'learning_rate': 4.015082090766609e-05, 'epoch': 0.69}
{'loss': 0.6962, 'learning_rate': 4.00437646131842e-05, 'epoch': 0.7}
{'loss': 0.6958, 'learning_rate': 3.993670831870231e-05, 'epoch': 0.7}
{'loss': 0.693, 'learning_rate': 3.9829652024220424e-05, 'epoch': 0.71}
{'loss': 0.693, 'learning_rate': 3.9722595729738526e-05, 'epoch': 0.71}
{'loss': 0.6952, 'learning_rate': 3.9615539435256635e-05, 'epoch': 0.72}
{'loss': 0.6919, 'learning_rate': 3.950848314077475e-05, 'epoch': 0.73}
{'loss': 0.6899, 'learning_rate': 3.9401426846292854e-05, 'epoch': 0.73}
{'loss': 0.6874, 'learning_rate': 3.929437055181097e-05, 'epoch': 0.74}
{'loss': 0.6929, 'learning_rate': 3.918731425732908e-05, 'epoch': 0.75}
{'loss': 0.6868, 'learning_rate': 3.908025796284718e-05, 'epoch': 0.75}
{'loss': 0.6886, 'learning_rate': 3.89732016683653e-05, 'epoch': 0.76}
{'loss': 0.6888, 'learning_rate': 3.8866145373883406e-05, 'epoch': 0.76}
{'loss': 0.6875, 'learning_rate': 3.8759089079401515e-05, 'epoch': 0.77}
{'loss': 0.687, 'learning_rate': 3.8652032784919624e-05, 'epoch': 0.78}
{'loss': 0.6829, 'learning_rate': 3.8544976490437733e-05, 'epoch': 0.78}
{'loss': 0.6831, 'learning_rate': 3.843792019595584e-05, 'epoch': 0.79}
{'loss': 0.6858, 'learning_rate': 3.833086390147395e-05, 'epoch': 0.79}
{'loss': 0.6805, 'learning_rate': 3.822380760699206e-05, 'epoch': 0.8}
{'loss': 0.6805, 'learning_rate': 3.811675131251018e-05, 'epoch': 0.81}
{'loss': 0.6826, 'learning_rate': 3.800969501802828e-05, 'epoch': 0.81}
{'loss': 0.6797, 'learning_rate': 3.790263872354639e-05, 'epoch': 0.82}
{'loss': 0.6788, 'learning_rate': 3.7795582429064504e-05, 'epoch': 0.83}
{'loss': 0.68, 'learning_rate': 3.768852613458261e-05, 'epoch': 0.83}
{'loss': 0.6786, 'learning_rate': 3.758146984010072e-05, 'epoch': 0.84}
{'loss': 0.6782, 'learning_rate': 3.747441354561883e-05, 'epoch': 0.84}
{'loss': 0.6778, 'learning_rate': 3.736735725113694e-05, 'epoch': 0.85}
{'loss': 0.6764, 'learning_rate': 3.726030095665505e-05, 'epoch': 0.86}
{'loss': 0.674, 'learning_rate': 3.715324466217316e-05, 'epoch': 0.86}
{'loss': 0.6773, 'learning_rate': 3.704618836769127e-05, 'epoch': 0.87}
{'loss': 0.6729, 'learning_rate': 3.693913207320938e-05, 'epoch': 0.87}
{'loss': 0.6733, 'learning_rate': 3.6832075778727486e-05, 'epoch': 0.88}
{'loss': 0.6729, 'learning_rate': 3.6725019484245595e-05, 'epoch': 0.89}
{'loss': 0.677, 'learning_rate': 3.661796318976371e-05, 'epoch': 0.89}
{'loss': 0.6717, 'learning_rate': 3.6510906895281814e-05, 'epoch': 0.9}
{'loss': 0.6715, 'learning_rate': 3.640385060079993e-05, 'epoch': 0.91}
{'loss': 0.6734, 'learning_rate': 3.629679430631804e-05, 'epoch': 0.91}
{'loss': 0.6695, 'learning_rate': 3.618973801183614e-05, 'epoch': 0.92}
{'loss': 0.6682, 'learning_rate': 3.608268171735426e-05, 'epoch': 0.92}
{'loss': 0.6715, 'learning_rate': 3.5975625422872366e-05, 'epoch': 0.93}
{'loss': 0.6682, 'learning_rate': 3.5868569128390475e-05, 'epoch': 0.94}
{'loss': 0.6648, 'learning_rate': 3.5761512833908584e-05, 'epoch': 0.94}
{'loss': 0.6701, 'learning_rate': 3.5654456539426693e-05, 'epoch': 0.95}
{'loss': 0.6666, 'learning_rate': 3.554740024494481e-05, 'epoch': 0.95}
{'loss': 0.6674, 'learning_rate': 3.544034395046291e-05, 'epoch': 0.96}
{'loss': 0.6644, 'learning_rate': 3.533328765598102e-05, 'epoch': 0.97}
{'loss': 0.666, 'learning_rate': 3.522623136149914e-05, 'epoch': 0.97}
{'loss': 0.6684, 'learning_rate': 3.511917506701724e-05, 'epoch': 0.98}
{'loss': 0.6633, 'learning_rate': 3.5012118772535355e-05, 'epoch': 0.99}
{'loss': 0.6638, 'learning_rate': 3.4905062478053464e-05, 'epoch': 0.99}
{'loss': 0.6641, 'learning_rate': 3.4798006183571566e-05, 'epoch': 1.0}
{'loss': 0.6638, 'learning_rate': 3.469094988908968e-05, 'epoch': 1.0}
{'loss': 0.664, 'learning_rate': 3.458389359460779e-05, 'epoch': 1.01}
{'loss': 0.6553, 'learning_rate': 3.44768373001259e-05, 'epoch': 1.02}
{'loss': 0.6625, 'learning_rate': 3.436978100564401e-05, 'epoch': 1.02}
{'loss': 0.6576, 'learning_rate': 3.426272471116212e-05, 'epoch': 1.03}
{'loss': 0.659, 'learning_rate': 3.415566841668023e-05, 'epoch': 1.03}
{'loss': 0.6591, 'learning_rate': 3.404861212219834e-05, 'epoch': 1.04}
{'loss': 0.6563, 'learning_rate': 3.3941555827716446e-05, 'epoch': 1.05}
{'loss': 0.6555, 'learning_rate': 3.383449953323456e-05, 'epoch': 1.05}
{'loss': 0.6581, 'learning_rate': 3.3727443238752665e-05, 'epoch': 1.06}
{'loss': 0.6598, 'learning_rate': 3.3620386944270774e-05, 'epoch': 1.07}
{'loss': 0.6603, 'learning_rate': 3.351333064978889e-05, 'epoch': 1.07}
{'loss': 0.656, 'learning_rate': 3.3406274355307e-05, 'epoch': 1.08}
{'loss': 0.6557, 'learning_rate': 3.329921806082511e-05, 'epoch': 1.08}
{'loss': 0.6542, 'learning_rate': 3.319216176634322e-05, 'epoch': 1.09}
{'loss': 0.6548, 'learning_rate': 3.3085105471861326e-05, 'epoch': 1.1}
{'loss': 0.6508, 'learning_rate': 3.2978049177379435e-05, 'epoch': 1.1}
{'loss': 0.6556, 'learning_rate': 3.2870992882897544e-05, 'epoch': 1.11}
{'loss': 0.6554, 'learning_rate': 3.2763936588415653e-05, 'epoch': 1.11}
{'loss': 0.6528, 'learning_rate': 3.265688029393376e-05, 'epoch': 1.12}
{'loss': 0.6517, 'learning_rate': 3.254982399945187e-05, 'epoch': 1.13}
{'loss': 0.6545, 'learning_rate': 3.244276770496998e-05, 'epoch': 1.13}
{'loss': 0.647, 'learning_rate': 3.23357114104881e-05, 'epoch': 1.14}
{'loss': 0.6539, 'learning_rate': 3.22286551160062e-05, 'epoch': 1.15}
{'loss': 0.6535, 'learning_rate': 3.2121598821524315e-05, 'epoch': 1.15}
{'loss': 0.6494, 'learning_rate': 3.2014542527042424e-05, 'epoch': 1.16}
{'loss': 0.6485, 'learning_rate': 3.1907486232560526e-05, 'epoch': 1.16}
{'loss': 0.6486, 'learning_rate': 3.180042993807864e-05, 'epoch': 1.17}
{'loss': 0.6476, 'learning_rate': 3.169337364359675e-05, 'epoch': 1.18}
{'loss': 0.648, 'learning_rate': 3.158631734911486e-05, 'epoch': 1.18}
{'loss': 0.6495, 'learning_rate': 3.147926105463297e-05, 'epoch': 1.19}
{'loss': 0.6471, 'learning_rate': 3.137220476015108e-05, 'epoch': 1.19}
{'loss': 0.6449, 'learning_rate': 3.1265148465669195e-05, 'epoch': 1.2}
{'loss': 0.6475, 'learning_rate': 3.11580921711873e-05, 'epoch': 1.21}
{'loss': 0.6455, 'learning_rate': 3.1051035876705406e-05, 'epoch': 1.21}
{'loss': 0.6439, 'learning_rate': 3.094397958222352e-05, 'epoch': 1.22}
{'loss': 0.6493, 'learning_rate': 3.0836923287741625e-05, 'epoch': 1.23}
{'loss': 0.6436, 'learning_rate': 3.072986699325974e-05, 'epoch': 1.23}
{'loss': 0.6437, 'learning_rate': 3.062281069877785e-05, 'epoch': 1.24}
{'loss': 0.6433, 'learning_rate': 3.0515754404295955e-05, 'epoch': 1.24}
{'loss': 0.6452, 'learning_rate': 3.0408698109814064e-05, 'epoch': 1.25}
{'loss': 0.644, 'learning_rate': 3.0301641815332177e-05, 'epoch': 1.26}
{'loss': 0.643, 'learning_rate': 3.019458552085029e-05, 'epoch': 1.26}
{'loss': 0.6433, 'learning_rate': 3.0087529226368395e-05, 'epoch': 1.27}
{'loss': 0.643, 'learning_rate': 2.9980472931886504e-05, 'epoch': 1.28}
{'loss': 0.6404, 'learning_rate': 2.9873416637404617e-05, 'epoch': 1.28}
{'loss': 0.6412, 'learning_rate': 2.9766360342922723e-05, 'epoch': 1.29}
{'loss': 0.6403, 'learning_rate': 2.9659304048440835e-05, 'epoch': 1.29}
{'loss': 0.6375, 'learning_rate': 2.9552247753958944e-05, 'epoch': 1.3}
{'loss': 0.6418, 'learning_rate': 2.944519145947705e-05, 'epoch': 1.31}
{'loss': 0.6429, 'learning_rate': 2.9338135164995163e-05, 'epoch': 1.31}
{'loss': 0.6393, 'learning_rate': 2.923107887051327e-05, 'epoch': 1.32}
{'loss': 0.6409, 'learning_rate': 2.9124022576031384e-05, 'epoch': 1.32}
{'loss': 0.6408, 'learning_rate': 2.901696628154949e-05, 'epoch': 1.33}
{'loss': 0.6396, 'learning_rate': 2.8909909987067602e-05, 'epoch': 1.34}
{'loss': 0.6355, 'learning_rate': 2.880285369258571e-05, 'epoch': 1.34}
{'loss': 0.64, 'learning_rate': 2.8695797398103817e-05, 'epoch': 1.35}
{'loss': 0.6329, 'learning_rate': 2.858874110362193e-05, 'epoch': 1.36}
{'loss': 0.6378, 'learning_rate': 2.8481684809140042e-05, 'epoch': 1.36}
{'loss': 0.6394, 'learning_rate': 2.8374628514658148e-05, 'epoch': 1.37}
{'loss': 0.6366, 'learning_rate': 2.8267572220176257e-05, 'epoch': 1.37}
{'loss': 0.6319, 'learning_rate': 2.816051592569437e-05, 'epoch': 1.38}
{'loss': 0.6314, 'learning_rate': 2.8053459631212482e-05, 'epoch': 1.39}
{'loss': 0.6356, 'learning_rate': 2.7946403336730588e-05, 'epoch': 1.39}
{'loss': 0.635, 'learning_rate': 2.7839347042248697e-05, 'epoch': 1.4}
{'loss': 0.6332, 'learning_rate': 2.773229074776681e-05, 'epoch': 1.4}
{'loss': 0.6389, 'learning_rate': 2.7625234453284915e-05, 'epoch': 1.41}
{'loss': 0.6335, 'learning_rate': 2.7518178158803028e-05, 'epoch': 1.42}
{'loss': 0.6349, 'learning_rate': 2.7411121864321137e-05, 'epoch': 1.42}
{'loss': 0.6342, 'learning_rate': 2.7304065569839243e-05, 'epoch': 1.43}
{'loss': 0.6329, 'learning_rate': 2.7197009275357355e-05, 'epoch': 1.44}
{'loss': 0.6305, 'learning_rate': 2.7089952980875464e-05, 'epoch': 1.44}
{'loss': 0.6334, 'learning_rate': 2.6982896686393577e-05, 'epoch': 1.45}
{'loss': 0.6342, 'learning_rate': 2.6875840391911683e-05, 'epoch': 1.45}
{'loss': 0.6317, 'learning_rate': 2.6768784097429795e-05, 'epoch': 1.46}
{'loss': 0.6342, 'learning_rate': 2.6661727802947904e-05, 'epoch': 1.47}
{'loss': 0.63, 'learning_rate': 2.655467150846601e-05, 'epoch': 1.47}
{'loss': 0.6305, 'learning_rate': 2.6447615213984123e-05, 'epoch': 1.48}
{'loss': 0.6325, 'learning_rate': 2.6340558919502235e-05, 'epoch': 1.48}
{'loss': 0.6333, 'learning_rate': 2.623350262502034e-05, 'epoch': 1.49}
{'loss': 0.6315, 'learning_rate': 2.612644633053845e-05, 'epoch': 1.5}
{'loss': 0.6332, 'learning_rate': 2.6019390036056562e-05, 'epoch': 1.5}
{'loss': 0.6318, 'learning_rate': 2.5912333741574675e-05, 'epoch': 1.51}
{'loss': 0.6293, 'learning_rate': 2.580527744709278e-05, 'epoch': 1.52}
{'loss': 0.6318, 'learning_rate': 2.569822115261089e-05, 'epoch': 1.52}
{'loss': 0.6235, 'learning_rate': 2.5591164858129002e-05, 'epoch': 1.53}
{'loss': 0.6321, 'learning_rate': 2.5484108563647108e-05, 'epoch': 1.53}
{'loss': 0.6279, 'learning_rate': 2.537705226916522e-05, 'epoch': 1.54}
{'loss': 0.63, 'learning_rate': 2.526999597468333e-05, 'epoch': 1.55}
{'loss': 0.6275, 'learning_rate': 2.5162939680201435e-05, 'epoch': 1.55}
{'loss': 0.6263, 'learning_rate': 2.5055883385719548e-05, 'epoch': 1.56}
{'loss': 0.626, 'learning_rate': 2.4948827091237657e-05, 'epoch': 1.56}
{'loss': 0.6275, 'learning_rate': 2.4841770796755766e-05, 'epoch': 1.57}
{'loss': 0.6274, 'learning_rate': 2.4734714502273875e-05, 'epoch': 1.58}
{'loss': 0.6259, 'learning_rate': 2.4627658207791988e-05, 'epoch': 1.58}
{'loss': 0.6214, 'learning_rate': 2.4520601913310097e-05, 'epoch': 1.59}
{'loss': 0.6281, 'learning_rate': 2.4413545618828206e-05, 'epoch': 1.6}
{'loss': 0.6231, 'learning_rate': 2.4306489324346315e-05, 'epoch': 1.6}
{'loss': 0.6236, 'learning_rate': 2.4199433029864424e-05, 'epoch': 1.61}
{'loss': 0.6241, 'learning_rate': 2.4092376735382537e-05, 'epoch': 1.61}
{'loss': 0.6241, 'learning_rate': 2.3985320440900643e-05, 'epoch': 1.62}
{'loss': 0.6226, 'learning_rate': 2.3878264146418755e-05, 'epoch': 1.63}
{'loss': 0.6207, 'learning_rate': 2.3771207851936864e-05, 'epoch': 1.63}
{'loss': 0.6227, 'learning_rate': 2.3664151557454973e-05, 'epoch': 1.64}
{'loss': 0.626, 'learning_rate': 2.3557095262973083e-05, 'epoch': 1.64}
{'loss': 0.6206, 'learning_rate': 2.3450038968491192e-05, 'epoch': 1.65}
{'loss': 0.6246, 'learning_rate': 2.3342982674009304e-05, 'epoch': 1.66}
{'loss': 0.6219, 'learning_rate': 2.3235926379527413e-05, 'epoch': 1.66}
{'loss': 0.6232, 'learning_rate': 2.312887008504552e-05, 'epoch': 1.67}
{'loss': 0.6202, 'learning_rate': 2.302181379056363e-05, 'epoch': 1.68}
{'loss': 0.6245, 'learning_rate': 2.291475749608174e-05, 'epoch': 1.68}
{'loss': 0.6223, 'learning_rate': 2.280770120159985e-05, 'epoch': 1.69}
{'loss': 0.6231, 'learning_rate': 2.270064490711796e-05, 'epoch': 1.69}
{'loss': 0.6209, 'learning_rate': 2.2593588612636068e-05, 'epoch': 1.7}
{'loss': 0.6215, 'learning_rate': 2.248653231815418e-05, 'epoch': 1.71}
{'loss': 0.6202, 'learning_rate': 2.237947602367229e-05, 'epoch': 1.71}
{'loss': 0.6196, 'learning_rate': 2.22724197291904e-05, 'epoch': 1.72}
{'loss': 0.6177, 'learning_rate': 2.2165363434708508e-05, 'epoch': 1.72}
{'loss': 0.6196, 'learning_rate': 2.2058307140226617e-05, 'epoch': 1.73}
{'loss': 0.6177, 'learning_rate': 2.195125084574473e-05, 'epoch': 1.74}
{'loss': 0.6207, 'learning_rate': 2.1844194551262835e-05, 'epoch': 1.74}
{'loss': 0.6173, 'learning_rate': 2.1737138256780948e-05, 'epoch': 1.75}
{'loss': 0.6193, 'learning_rate': 2.1630081962299057e-05, 'epoch': 1.76}
{'loss': 0.6174, 'learning_rate': 2.1523025667817166e-05, 'epoch': 1.76}
{'loss': 0.6193, 'learning_rate': 2.1415969373335275e-05, 'epoch': 1.77}
{'loss': 0.6163, 'learning_rate': 2.1308913078853384e-05, 'epoch': 1.77}
{'loss': 0.6161, 'learning_rate': 2.1201856784371497e-05, 'epoch': 1.78}
{'loss': 0.6162, 'learning_rate': 2.1094800489889606e-05, 'epoch': 1.79}
{'loss': 0.6174, 'learning_rate': 2.0987744195407712e-05, 'epoch': 1.79}
{'loss': 0.618, 'learning_rate': 2.0880687900925824e-05, 'epoch': 1.8}
{'loss': 0.618, 'learning_rate': 2.0773631606443933e-05, 'epoch': 1.8}
{'loss': 0.6125, 'learning_rate': 2.0666575311962043e-05, 'epoch': 1.81}
{'loss': 0.617, 'learning_rate': 2.0559519017480152e-05, 'epoch': 1.82}
{'loss': 0.6155, 'learning_rate': 2.045246272299826e-05, 'epoch': 1.82}
{'loss': 0.6183, 'learning_rate': 2.0345406428516373e-05, 'epoch': 1.83}
{'loss': 0.6153, 'learning_rate': 2.0238350134034483e-05, 'epoch': 1.84}
{'loss': 0.613, 'learning_rate': 2.013129383955259e-05, 'epoch': 1.84}
{'loss': 0.6141, 'learning_rate': 2.00242375450707e-05, 'epoch': 1.85}
{'loss': 0.6141, 'learning_rate': 1.991718125058881e-05, 'epoch': 1.85}
{'loss': 0.6134, 'learning_rate': 1.9810124956106922e-05, 'epoch': 1.86}
{'loss': 0.6156, 'learning_rate': 1.9703068661625028e-05, 'epoch': 1.87}
{'loss': 0.6145, 'learning_rate': 1.959601236714314e-05, 'epoch': 1.87}
{'loss': 0.6144, 'learning_rate': 1.948895607266125e-05, 'epoch': 1.88}
{'loss': 0.6113, 'learning_rate': 1.938189977817936e-05, 'epoch': 1.88}
{'loss': 0.6114, 'learning_rate': 1.9274843483697468e-05, 'epoch': 1.89}
{'loss': 0.617, 'learning_rate': 1.9167787189215577e-05, 'epoch': 1.9}
{'loss': 0.6144, 'learning_rate': 1.906073089473369e-05, 'epoch': 1.9}
{'loss': 0.6164, 'learning_rate': 1.89536746002518e-05, 'epoch': 1.91}
{'loss': 0.6165, 'learning_rate': 1.8846618305769905e-05, 'epoch': 1.92}
{'loss': 0.611, 'learning_rate': 1.8739562011288017e-05, 'epoch': 1.92}
{'loss': 0.6131, 'learning_rate': 1.8632505716806126e-05, 'epoch': 1.93}
{'loss': 0.6085, 'learning_rate': 1.8525449422324235e-05, 'epoch': 1.93}
{'loss': 0.6129, 'learning_rate': 1.8418393127842344e-05, 'epoch': 1.94}
{'loss': 0.612, 'learning_rate': 1.8311336833360454e-05, 'epoch': 1.95}
{'loss': 0.6102, 'learning_rate': 1.8204280538878566e-05, 'epoch': 1.95}
{'loss': 0.6089, 'learning_rate': 1.8097224244396675e-05, 'epoch': 1.96}
{'loss': 0.6117, 'learning_rate': 1.7990167949914784e-05, 'epoch': 1.96}
{'loss': 0.6091, 'learning_rate': 1.7883111655432894e-05, 'epoch': 1.97}
{'loss': 0.6109, 'learning_rate': 1.7776055360951003e-05, 'epoch': 1.98}
{'loss': 0.6096, 'learning_rate': 1.7668999066469115e-05, 'epoch': 1.98}
{'loss': 0.6093, 'learning_rate': 1.756194277198722e-05, 'epoch': 1.99}
